Week	Day	Team	Player	Role	Champ	Kills	Deaths	Assists	Region	W	L
4	2	GIA	PePiiNeRo	Mid	Ezreal	1	1	2	EU	0	1
4	2	GIA	Adryh	ADC	Vayne	1	5	3	EU	0	1
4	2	GIA	GoDFRED	Support	Thresh	0	5	5	EU	0	1
4	2	ROC	Steve	Top	Gnar	2	4	2	EU	0	1
4	2	ROC	Jankos	Jungle	Nidalee	2	3	0	EU	0	1
4	2	ROC	Nukeduck	Mid	Viktor	0	5	4	EU	0	1
4	2	ROC	MrRallez	ADC	Sivir	1	5	2	EU	0	1
4	2	ROC	Vander	Support	Alistar	0	3	4	EU	0	1
4	2	EL	Jwaow	Top	Hecarim	6	2	6	EU	0	1
4	2	EL	Dexter	Jungle	Rek'Sai	0	6	9	EU	0	1
4	2	EL	Froggen	Mid	Azir	6	4	3	EU	0	1
4	2	EL	Tabzz	ADC	Corki	1	4	8	EU	0	1
4	2	EL	promisQ	Support	Morgana	0	6	8	EU	0	1
5	1	FNC	Huni	Top	Ryze	6	3	6	EU	1	0
5	1	FNC	Reignover	Jungle	Olaf	4	3	9	EU	1	0
5	1	FNC	Febiven	Mid	Jayce	6	1	3	EU	1	0
5	1	FNC	Rekkles	ADC	Sivir	1	1	13	EU	1	0
5	1	FNC	YellOwStaR	Support	Janna	0	0	13	EU	1	0
5	1	OG	Soaz	Top	Lulu	1	0	15	EU	1	0
5	1	OG	Amazing	Jungle	Rek'Sai	3	1	13	EU	1	0
5	1	OG	xPeke	Mid	Vladimir	7	1	8	EU	1	0
5	1	OG	Niels	ADC	Kalista	9	0	6	EU	1	0
5	1	OG	Mithy	Support	Alistar	0	1	13	EU	1	0
5	1	H2K	Odoamne	Top	Rumble	1	5	4	EU	0	1
5	1	H2K	Loulex	Jungle	Rek'Sai	0	4	4	EU	0	1
5	1	H2K	Ryu	Mid	Varus	4	3	3	EU	0	1
5	1	H2K	Hjarnan	ADC	Corki	3	2	3	EU	0	1
5	1	H2K	kaSing	Support	Alistar	0	3	6	EU	0	1
5	1	UOL	Vizicsacsi	Top	Shen	1	1	9	EU	0	1
5	1	UOL	Kikis	Jungle	Lee Sin	2	2	6	EU	0	1
5	1	UOL	PowerOfEvil	Mid	Syndra	6	4	3	EU	0	1
5	1	UOL	Vardags	ADC	Jinx	5	2	4	EU	0	1
5	1	UOL	Hylissang	Support	Morgana	0	4	7	EU	0	1
5	1	GMB	Cabochard	Top	Hecarim	2	2	0	EU	0	1
5	1	GMB	Diamond	Jungle	Nidalee	1	8	1	EU	0	1
5	1	GMB	Betsy	Mid	Ahri	0	2	3	EU	0	1
5	1	GMB	Forg1ven	ADC	Corki	0	3	2	EU	0	1
5	1	GMB	Gosu Pepper	Support	Taric	0	5	2	EU	0	1
5	1	SK	Fredy122	Top	Shen	0	2	14	EU	0	1
5	1	SK	Svenskeren	Jungle	Gragas	2	4	12	EU	0	1
5	1	SK	Fox	Mid	Ekko	6	2	5	EU	0	1
5	1	SK	CandyPanda	ADC	Sivir	8	3	7	EU	0	1
5	1	SK	nRated	Support	Morgana	1	4	14	EU	0	1
5	1	CW	YoungBuck	Top	Maokai	1	7	6	EU	0	1
5	1	CW	Shook	Jungle	Rek'Sai	2	1	6	EU	0	1
5	1	CW	Soren	Mid	Cassiopeia	4	6	1	EU	0	1
5	1	CW	Freeze	ADC	Sivir	3	1	4	EU	0	1
5	1	CW	Unlimited	Support	Alistar	0	5	6	EU	0	1
5	1	GIA	Werlyb	Top	Shyvana	2	1	6	EU	1	0
5	1	GIA	Fr3deric	Jungle	Wukong	0	5	8	EU	1	0
5	1	GIA	PePiiNeRo	Mid	Kog'Maw	3	1	8	EU	1	0
5	1	GIA	Adryh	ADC	Ezreal	7	3	4	EU	1	0
5	1	GIA	GoDFRED	Support	Janna	1	4	9	EU	1	0
5	1	ROC	Steve	Top	Ekko	5	4	8	EU	1	0
5	1	ROC	Jankos	Jungle	Gragas	3	3	14	EU	1	0
5	1	ROC	Nukeduck	Mid	Varus	5	1	9	EU	1	0
5	1	ROC	MrRallez	ADC	Kalista	7	1	2	EU	1	0
5	1	ROC	Vander	Support	Janna	0	1	13	EU	1	0
5	1	EL	Jwaow	Top	Gnar	2	3	11	EU	1	0
5	1	EL	Dexter	Jungle	Rek'Sai	1	5	9	EU	1	0
5	1	EL	Froggen	Mid	Kog'Maw	5	1	6	EU	1	0
5	1	EL	Tabzz	ADC	Kalista	5	4	7	EU	1	0
5	1	EL	promisQ	Support	Alistar	2	5	10	EU	1	0
5	2	FNC	Huni	Top	Ekko	7	2	3	EU	1	0
5	2	FNC	Reignover	Jungle	Gragas	2	4	10	EU	1	0
5	2	FNC	Febiven	Mid	Jayce	9	2	6	EU	1	0
5	2	FNC	Rekkles	ADC	Kalista	2	5	8	EU	1	0
5	2	FNC	YellOwStaR	Support	Janna	1	1	13	EU	1	0
5	2	OG	Soaz	Top	Ekko	2	0	0	EU	1	0
5	2	OG	Amazing	Jungle	Gragas	2	0	6	EU	1	0
5	2	OG	xPeke	Mid	Varus	2	1	4	EU	1	0
5	2	OG	Niels	ADC	Corki	2	0	4	EU	1	0
5	2	OG	Mithy	Support	Janna	1	0	8	EU	1	0
5	2	H2K	Odoamne	Top	Ryze	1	8	4	EU	0	1
5	2	H2K	Loulex	Jungle	Rek'Sai	0	6	4	EU	0	1
5	2	H2K	Ryu	Mid	Jayce	7	2	0	EU	0	1
5	2	H2K	Hjarnan	ADC	Corki	1	2	1	EU	0	1
5	2	H2K	kaSing	Support	Janna	0	1	7	EU	0	1
5	2	UOL	Vizicsacsi	Top	Maokai	0	1	7	EU	0	1
5	2	UOL	Kikis	Jungle	Gragas	4	4	3	EU	0	1
5	2	UOL	PowerOfEvil	Mid	Cassiopeia	0	2	2	EU	0	1
5	2	UOL	Vardags	ADC	Jinx	3	4	3	EU	0	1
5	2	UOL	Hylissang	Support	Alistar	0	3	6	EU	0	1
5	2	GMB	Cabochard	Top	Hecarim	5	2	4	EU	0	1
5	2	GMB	Diamond	Jungle	Lee Sin	2	4	6	EU	0	1
5	2	GMB	Betsy	Mid	Azir	7	5	2	EU	0	1
5	2	GMB	Forg1ven	ADC	Sivir	0	4	7	EU	0	1
5	2	GMB	Gosu Pepper	Support	Annie	0	6	6	EU	0	1
5	2	SK	Fredy122	Top	Gnar	5	1	6	EU	1	0
5	2	SK	Svenskeren	Jungle	Gragas	1	1	13	EU	1	0
5	2	SK	Fox	Mid	Azir	6	3	11	EU	1	0
5	2	SK	CandyPanda	ADC	Caitlyn	6	3	7	EU	1	0
5	2	SK	nRated	Support	Lulu	1	1	14	EU	1	0
5	2	CW	YoungBuck	Top	Lulu	1	4	0	EU	0	1
5	2	CW	Shook	Jungle	Rengar	0	1	1	EU	0	1
5	2	CW	Soren	Mid	Orianna	0	1	1	EU	0	1
5	2	CW	Freeze	ADC	Draven	0	1	0	EU	0	1
5	2	CW	Unlimited	Support	Alistar	0	2	0	EU	0	1
5	2	GIA	Werlyb	Top	Shyvana	2	3	4	EU	0	1
5	2	GIA	Fr3deric	Jungle	Rek'Sai	2	3	5	EU	0	1
5	2	GIA	PePiiNeRo	Mid	Orianna	3	2	2	EU	0	1
5	2	GIA	Adryh	ADC	Sivir	1	1	3	EU	0	1
5	2	GIA	GoDFRED	Support	Thresh	0	2	6	EU	0	1
5	2	ROC	Steve	Top	Ekko	3	2	7	EU	1	0
5	2	ROC	Jankos	Jungle	Rek'Sai	4	1	8	EU	1	0
5	2	ROC	Nukeduck	Mid	Varus	1	2	10	EU	1	0
5	2	ROC	MrRallez	ADC	Sivir	5	2	7	EU	1	0
5	2	ROC	Vander	Support	Janna	1	0	11	EU	1	0
5	2	EL	Jwaow	Top	Gnar	4	1	5	EU	1	0
5	2	EL	Dexter	Jungle	Gragas	2	1	8	EU	1	0
5	2	EL	Froggen	Mid	Azir	3	3	3	EU	1	0
5	2	EL	Tabzz	ADC	Corki	2	1	5	EU	1	0
5	2	EL	promisQ	Support	Alistar	0	2	7	EU	1	0
6	1	FNC	Huni	Top	Lulu	4	4	13	EU	1	0
6	1	FNC	Reignover	Jungle	Rek'Sai	3	4	8	EU	1	0
6	1	FNC	Febiven	Mid	Azir	1	4	11	EU	1	0
6	1	FNC	Rekkles	ADC	Kalista	13	3	4	EU	1	0
6	1	FNC	YellOwStaR	Support	Janna	0	2	20	EU	1	0
6	1	OG	Soaz	Top	Ekko	1	6	2	EU	0	1
6	1	OG	Amazing	Jungle	Lee Sin	1	5	3	EU	0	1
6	1	OG	xPeke	Mid	Jayce	3	1	4	EU	0	1
6	1	OG	Niels	ADC	Vayne	2	2	2	EU	0	1
6	1	OG	Mithy	Support	Alistar	1	4	5	EU	0	1
6	1	H2K	Odoamne	Top	Gnar	2	0	7	EU	1	0
6	1	H2K	Loulex	Jungle	Gragas	2	3	8	EU	1	0
6	1	H2K	Ryu	Mid	Orianna	2	1	6	EU	1	0
6	1	H2K	Hjarnan	ADC	Jinx	7	1	6	EU	1	0
6	1	H2K	kaSing	Support	Thresh	2	1	9	EU	1	0
6	1	UOL	Vizicsacsi	Top	Ryze	5	1	9	EU	1	0
6	1	UOL	Kikis	Jungle	Rek'Sai	2	2	10	EU	1	0
6	1	UOL	PowerOfEvil	Mid	Varus	5	3	8	EU	1	0
6	1	UOL	Vardags	ADC	Corki	5	0	10	EU	1	0
6	1	UOL	Hylissang	Support	Braum	1	2	12	EU	1	0
6	1	GMB	Cabochard	Top	Fizz	5	3	3	EU	1	0
6	1	GMB	Diamond	Jungle	Gragas	2	0	4	EU	1	0
6	1	GMB	Betsy	Mid	Jayce	2	1	8	EU	1	0
6	1	GMB	Forg1ven	ADC	Sivir	4	0	8	EU	1	0
6	1	GMB	Gosu Pepper	Support	Janna	0	1	11	EU	1	0
6	1	SK	Fredy122	Top	Shen	4	5	12	EU	0	1
6	1	SK	Svenskeren	Jungle	Ekko	6	4	11	EU	0	1
6	1	SK	Fox	Mid	Cassiopeia	3	6	7	EU	0	1
6	1	SK	CandyPanda	ADC	Tristana	5	2	11	EU	0	1
6	1	SK	nRated	Support	Morgana	1	3	14	EU	0	1
6	1	CW	Lenny	Top	Maokai	1	3	3	EU	0	1
6	1	CW	Shook	Jungle	Lee Sin	3	2	1	EU	0	1
6	1	CW	Soren	Mid	Varus	1	2	2	EU	0	1
6	1	CW	Freeze	ADC	Corki	0	1	4	EU	0	1
6	1	CW	Je Suis Kaas	Support	Morgana	0	5	2	EU	0	1
6	1	GIA	Werlyb	Top	Shen	2	4	13	EU	0	1
6	1	GIA	Fr3deric	Jungle	Gragas	2	6	11	EU	0	1
6	1	GIA	PePiiNeRo	Mid	Ezreal	8	2	7	EU	0	1
6	1	GIA	Adryh	ADC	Corki	5	4	5	EU	0	1
6	1	GIA	GoDFRED	Support	Alistar	0	5	12	EU	0	1
6	1	ROC	Steve	Top	Maokai	3	4	12	EU	1	0
6	1	ROC	Jankos	Jungle	Gragas	1	6	15	EU	1	0
6	1	ROC	Nukeduck	Mid	Varus	8	1	10	EU	1	0
6	1	ROC	MrRallez	ADC	Sivir	6	3	14	EU	1	0
6	1	ROC	Vander	Support	Nautilus	2	5	14	EU	1	0
6	1	EL	Jwaow	Top	Hecarim	1	3	3	EU	0	1
6	1	EL	Dexter	Jungle	Ekko	1	3	4	EU	0	1
6	1	EL	Froggen	Mid	Vladimir	2	2	2	EU	0	1
6	1	EL	Tabzz	ADC	Corki	2	1	2	EU	0	1
6	1	EL	promisQ	Support	Nautilus	0	6	4	EU	0	1
6	2	FNC	Huni	Top	Rumble	4	1	7	EU	1	0
6	2	FNC	Reignover	Jungle	Rek'Sai	2	1	8	EU	1	0
6	2	FNC	Febiven	Mid	Viktor	5	2	8	EU	1	0
6	2	FNC	Rekkles	ADC	Kalista	2	1	8	EU	1	0
6	2	FNC	YellOwStaR	Support	Thresh	3	0	9	EU	1	0
6	2	OG	Soaz	Top	Rumble	4	0	7	EU	1	0
6	2	OG	Amazing	Jungle	Ekko	2	1	9	EU	1	0
6	2	OG	xPeke	Mid	Varus	5	1	7	EU	1	0
6	2	OG	Niels	ADC	Corki	5	1	4	EU	1	0
6	2	OG	Mithy	Support	Thresh	2	0	12	EU	1	0
6	2	H2K	Odoamne	Top	Rumble	2	2	8	EU	1	0
6	2	H2K	Loulex	Jungle	Gragas	1	2	16	EU	1	0
6	2	H2K	Ryu	Mid	Jayce	13	1	6	EU	1	0
6	2	H2K	Hjarnan	ADC	Jinx	6	4	6	EU	1	0
6	2	H2K	kaSing	Support	Thresh	1	3	14	EU	1	0
6	2	UOL	Vizicsacsi	Top	Gnar	4	6	5	EU	0	1
6	2	UOL	Kikis	Jungle	Rek'Sai	4	5	5	EU	0	1
6	2	UOL	PowerOfEvil	Mid	Orianna	1	3	7	EU	0	1
6	2	UOL	Vardags	ADC	Corki	3	3	5	EU	0	1
6	2	UOL	Hylissang	Support	Braum	0	6	10	EU	0	1
6	2	GMB	Cabochard	Top	Shen	2	1	9	EU	1	0
6	2	GMB	Diamond	Jungle	Gragas	2	0	11	EU	1	0
6	2	GMB	Betsy	Mid	Jayce	8	1	7	EU	1	0
6	2	GMB	Forg1ven	ADC	Ezreal	2	1	11	EU	1	0
6	2	GMB	Gosu Pepper	Support	Alistar	1	2	7	EU	1	0
6	2	SK	Fredy122	Top	Shen	2	3	8	EU	0	1
6	2	SK	Svenskeren	Jungle	Rek'Sai	3	3	9	EU	0	1
6	2	SK	Fox	Mid	Jayce	8	5	4	EU	0	1
6	2	SK	CandyPanda	ADC	Kalista	3	3	10	EU	0	1
6	2	SK	nRated	Support	Nautilus	2	5	14	EU	0	1
6	2	CW	Lenny	Top	Shen	0	4	3	EU	0	1
6	2	CW	Shook	Jungle	Vi	0	3	5	EU	0	1
6	2	CW	Soren	Mid	Azir	3	3	1	EU	0	1
6	2	CW	Freeze	ADC	Sivir	1	2	2	EU	0	1
6	2	CW	Je Suis Kaas	Support	Alistar	1	4	3	EU	0	1
6	2	GIA	Werlyb	Top	Ryze	3	3	10	EU	1	0
6	2	GIA	Fr3deric	Jungle	Gragas	2	5	14	EU	1	0
6	2	GIA	PePiiNeRo	Mid	Ezreal	8	2	9	EU	1	0
6	2	GIA	Adryh	ADC	Urgot	6	5	10	EU	1	0
6	2	GIA	GoDFRED	Support	Janna	0	3	17	EU	1	0
6	2	ROC	Steve	Top	Maokai	1	3	3	EU	0	1
6	2	ROC	Jankos	Jungle	Rek'Sai	0	3	4	EU	0	1
6	2	ROC	Nukeduck	Mid	Azir	3	3	2	EU	0	1
6	2	ROC	MrRallez	ADC	Corki	0	2	1	EU	0	1
6	2	ROC	Vander	Support	Nautilus	1	4	2	EU	0	1
6	2	EL	Jwaow	Top	Gnar	0	2	1	EU	0	1
6	2	EL	Dexter	Jungle	Rek'Sai	0	3	3	EU	0	1
6	2	EL	Froggen	Mid	Vladimir	2	4	0	EU	0	1
6	2	EL	Tabzz	ADC	Kog'Maw	1	5	0	EU	0	1
6	2	EL	promisQ	Support	Alistar	0	4	2	EU	0	1
7	1	FNC	Huni	Top	Rumble	5	2	9	EU	1	0
7	1	FNC	Reignover	Jungle	Rengar	2	5	8	EU	1	0
7	1	FNC	Febiven	Mid	Jayce	5	0	5	EU	1	0
7	1	FNC	Rekkles	ADC	Corki	6	1	8	EU	1	0
7	1	FNC	YellOwStaR	Support	Alistar	0	1	17	EU	1	0
7	1	OG	Soaz	Top	Ryze	4	0	6	EU	1	0
7	1	OG	Amazing	Jungle	Rek'Sai	1	1	9	EU	1	0
7	1	OG	xPeke	Mid	Diana	5	1	1	EU	1	0
7	1	OG	Niels	ADC	Sivir	6	0	6	EU	1	0
7	1	OG	Mithy	Support	Nautilus	1	2	11	EU	1	0
7	1	H2K	Odoamne	Top	Gnar	4	4	5	EU	0	1
7	1	H2K	Loulex	Jungle	Gragas	1	5	5	EU	0	1
7	1	H2K	Ryu	Mid	Viktor	1	3	4	EU	0	1
7	1	H2K	Hjarnan	ADC	Lucian	1	2	3	EU	0	1
7	1	H2K	kaSing	Support	Shen	2	4	6	EU	0	1
7	1	UOL	Vizicsacsi	Top	Shen	5	1	10	EU	1	0
7	1	UOL	Kikis	Jungle	Lee Sin	4	1	12	EU	1	0
7	1	UOL	PowerOfEvil	Mid	Kog'Maw	7	0	10	EU	1	0
7	1	UOL	Vardags	ADC	Corki	3	1	6	EU	1	0
7	1	UOL	Hylissang	Support	Alistar	0	1	15	EU	1	0
7	1	GMB	Cabochard	Top	Yasuo	7	2	4	EU	1	0
7	1	GMB	Diamond	Jungle	Gragas	2	0	8	EU	1	0
7	1	GMB	Betsy	Mid	Orianna	1	1	4	EU	1	0
7	1	GMB	Forg1ven	ADC	Corki	3	0	6	EU	1	0
7	1	GMB	Gosu Pepper	Support	Alistar	0	0	12	EU	1	0
7	1	SK	Fredy122	Top	Nautilus	0	2	2	EU	0	1
7	1	SK	Svenskeren	Jungle	Ekko	0	5	2	EU	0	1
7	1	SK	Fox	Mid	Viktor	3	3	0	EU	0	1
7	1	SK	CandyPanda	ADC	Ezreal	0	1	1	EU	0	1
7	1	SK	nRated	Support	Lulu	0	2	1	EU	0	1
7	1	CW	Lenny	Top	Lulu	1	4	3	EU	0	1
7	1	CW	Airwaks	Jungle	Gragas	1	3	2	EU	0	1
7	1	CW	Soren	Mid	Viktor	2	4	1	EU	0	1
7	1	CW	Freeze	ADC	Graves	0	2	4	EU	0	1
7	1	CW	Je Suis Kaas	Support	Nautilus	0	6	4	EU	0	1
7	1	GIA	Werlyb	Top	Rumble	2	6	2	EU	0	1
7	1	GIA	Fr3deric	Jungle	Gragas	0	4	1	EU	0	1
7	1	GIA	PePiiNeRo	Mid	Yasuo	0	3	0	EU	0	1
7	1	GIA	Adryh	ADC	Tristana	1	4	0	EU	0	1
7	1	GIA	GoDFRED	Support	Janna	1	0	2	EU	0	1
7	1	ROC	Steve	Top	Ryze	2	5	5	EU	0	1
7	1	ROC	Jankos	Jungle	Ekko	1	4	5	EU	0	1
7	1	ROC	Nukeduck	Mid	Jayce	3	1	2	EU	0	1
7	1	ROC	MrRallez	ADC	Graves	3	2	5	EU	0	1
7	1	ROC	Vander	Support	Annie	0	1	6	EU	0	1
7	1	EL	Jwaow	Top	Nautilus	0	3	6	EU	1	0
7	1	EL	Dexter	Jungle	Evelynn	4	3	8	EU	1	0
7	1	EL	Froggen	Mid	Twisted Fate	3	1	6	EU	1	0
7	1	EL	Tabzz	ADC	Sivir	6	0	5	EU	1	0
7	1	EL	Nyph	Support	Thresh	0	2	8	EU	1	0
7	2	FNC	Huni	Top	Lulu	0	5	16	EU	1	0
7	2	FNC	Reignover	Jungle	Nunu	3	2	13	EU	1	0
7	2	FNC	Febiven	Mid	Viktor	11	2	6	EU	1	0
7	2	FNC	Rekkles	ADC	Kalista	6	1	7	EU	1	0
7	2	FNC	YellOwStaR	Support	Janna	0	2	18	EU	1	0
7	2	OG	Soaz	Top	Ryze	3	4	6	EU	0	1
7	2	OG	Amazing	Jungle	Gragas	3	5	5	EU	0	1
7	2	OG	xPeke	Mid	Twisted Fate	4	3	3	EU	0	1
7	2	OG	Niels	ADC	Corki	1	2	6	EU	0	1
7	2	OG	Mithy	Support	Nautilus	1	6	5	EU	0	1
7	2	H2K	Odoamne	Top	Rumble	3	5	4	EU	0	1
7	2	H2K	Loulex	Jungle	Olaf	1	5	7	EU	0	1
7	2	H2K	Ryu	Mid	Jayce	0	3	7	EU	0	1
7	2	H2K	Hjarnan	ADC	Sivir	4	2	5	EU	0	1
7	2	H2K	kaSing	Support	Annie	2	2	6	EU	0	1
7	2	UOL	Vizicsacsi	Top	Shen	4	6	14	EU	1	0
7	2	UOL	Kikis	Jungle	Elise	5	3	15	EU	1	0
7	2	UOL	PowerOfEvil	Mid	Ezreal	7	0	12	EU	1	0
7	2	UOL	Vardags	ADC	Sivir	4	3	14	EU	1	0
7	2	UOL	Hylissang	Support	Alistar	0	3	17	EU	1	0
7	2	GMB	Cabochard	Top	Ryze	2	4	3	EU	0	1
7	2	GMB	Diamond	Jungle	Gragas	2	5	2	EU	0	1
7	2	GMB	Betsy	Mid	Azir	0	3	4	EU	0	1
7	2	GMB	Forg1ven	ADC	Graves	2	4	2	EU	0	1
7	2	GMB	Gosu Pepper	Support	Alistar	1	7	4	EU	0	1
7	2	SK	Fredy122	Top	Nautilus	2	0	7	EU	1	0
7	2	SK	Svenskeren	Jungle	Gragas	1	1	8	EU	1	0
7	2	SK	Fox	Mid	Irelia	8	0	0	EU	1	0
7	2	SK	CandyPanda	ADC	Sivir	3	0	6	EU	1	0
7	2	SK	nRated	Support	Lulu	0	1	12	EU	1	0
7	2	CW	Lenny	Top	Shen	1	2	1	EU	0	1
7	2	CW	Airwaks	Jungle	Rek'Sai	1	1	1	EU	0	1
7	2	CW	Soren	Mid	Viktor	0	3	1	EU	0	1
7	2	CW	Freeze	ADC	Corki	0	4	1	EU	0	1
7	2	CW	Je Suis Kaas	Support	Alistar	0	4	2	EU	0	1
7	2	GIA	Werlyb	Top	Galio	1	2	19	EU	1	0
7	2	GIA	Fr3deric	Jungle	Rek'Sai	3	3	12	EU	1	0
7	2	GIA	PePiiNeRo	Mid	Varus	9	0	8	EU	1	0
7	2	GIA	Adryh	ADC	Jinx	10	1	8	EU	1	0
7	2	GIA	GoDFRED	Support	Morgana	0	1	19	EU	1	0
7	2	ROC	Steve	Top	Maokai	3	1	11	EU	1	0
7	2	ROC	Jankos	Jungle	Lee Sin	3	5	9	EU	1	0
7	2	ROC	Nukeduck	Mid	Viktor	8	0	6	EU	1	0
7	2	ROC	MrRallez	ADC	Kalista	1	3	8	EU	1	0
7	2	ROC	Vander	Support	Thresh	2	1	13	EU	1	0
7	2	EL	Jwaow	Top	Nautilus	0	5	15	EU	0	1
7	2	EL	Dexter	Jungle	Evelynn	5	4	9	EU	0	1
7	2	EL	Froggen	Mid	Ryze	6	1	3	EU	0	1
7	2	EL	Tabzz	ADC	Twitch	3	5	8	EU	0	1
7	2	EL	Nyph	Support	Thresh	1	5	10	EU	0	1
8	1	FNC	Huni	Top	Riven	3	2	4	EU	1	0
8	1	FNC	Reignover	Jungle	Rek'Sai	2	1	4	EU	1	0
8	1	FNC	Febiven	Mid	Twisted Fate	2	3	5	EU	1	0
8	1	FNC	Rekkles	ADC	Corki	3	0	3	EU	1	0
8	1	FNC	YellOwStaR	Support	Alistar	0	0	6	EU	1	0
8	1	OG	Soaz	Top	Nautilus	0	6	4	EU	0	1
8	1	OG	Amazing	Jungle	Rek'Sai	1	4	8	EU	0	1
8	1	OG	xPeke	Mid	Viktor	5	5	1	EU	0	1
8	1	OG	Niels	ADC	Corki	4	1	1	EU	0	1
8	1	OG	Mithy	Support	Braum	0	6	2	EU	0	1
8	1	H2K	Odoamne	Top	Shen	7	0	8	EU	1	0
8	1	H2K	Loulex	Jungle	Gragas	0	1	13	EU	1	0
8	1	H2K	Ryu	Mid	Ahri	14	1	4	EU	1	0
8	1	H2K	Hjarnan	ADC	Kalista	3	2	9	EU	1	0
8	1	H2K	kaSing	Support	Alistar	0	1	17	EU	1	0
8	1	UOL	Vizicsacsi	Top	Rumble	1	6	1	EU	0	1
8	1	UOL	Gillius	Jungle	Lee Sin	1	7	2	EU	0	1
8	1	UOL	PowerOfEvil	Mid	Ezreal	1	1	2	EU	0	1
8	1	UOL	Vardags	ADC	Jinx	1	3	3	EU	0	1
8	1	UOL	Hylissang	Support	Thresh	0	5	3	EU	0	1
8	1	GMB	Cabochard	Top	Shen	1	2	13	EU	1	0
8	1	GMB	Diamond	Jungle	Nidalee	9	2	7	EU	1	0
8	1	GMB	Betsy	Mid	Jayce	4	2	9	EU	1	0
8	1	GMB	Forg1ven	ADC	Lucian	5	1	7	EU	1	0
8	1	GMB	Gosu Pepper	Support	Alistar	3	3	12	EU	1	0
8	1	SK	Fredy122	Top	Gnar	2	1	9	EU	1	0
8	1	SK	Svenskeren	Jungle	Nidalee	7	1	7	EU	1	0
8	1	SK	Fox	Mid	Jayce	12	1	4	EU	1	0
8	1	SK	CandyPanda	ADC	Corki	0	1	6	EU	1	0
8	1	SK	nRated	Support	Shen	1	0	11	EU	1	0
8	1	CW	Lenny	Top	Shen	1	2	4	EU	0	1
8	1	CW	Shook	Jungle	Lee Sin	1	6	4	EU	0	1
8	1	CW	Soren	Mid	Azir	1	4	3	EU	0	1
8	1	CW	Freeze	ADC	Kalista	4	0	2	EU	0	1
8	1	CW	Je Suis Kaas	Support	Morgana	1	7	4	EU	0	1
8	1	GIA	Werlyb	Top	Ryze	1	5	1	EU	0	1
8	1	GIA	Fr3deric	Jungle	Rek'Sai	0	2	3	EU	0	1
8	1	GIA	PePiiNeRo	Mid	Jayce	3	3	1	EU	0	1
8	1	GIA	Adryh	ADC	Jinx	0	9	1	EU	0	1
8	1	GIA	GoDFRED	Support	Nautilus	0	5	2	EU	0	1
8	1	ROC	Steve	Top	Rumble	1	5	3	EU	0	1
8	1	ROC	Jankos	Jungle	Gragas	0	2	3	EU	0	1
8	1	ROC	Nukeduck	Mid	Varus	3	1	2	EU	0	1
8	1	ROC	MrRallez	ADC	Caitlyn	2	1	2	EU	0	1
8	1	ROC	Vander	Support	Janna	0	1	4	EU	0	1
8	1	EL	Jwaow	Top	Rumble	3	2	11	EU	1	0
8	1	EL	Dexter	Jungle	Rek'Sai	3	1	9	EU	1	0
8	1	EL	Froggen	Mid	Varus	11	2	7	EU	1	0
8	1	EL	Tabzz	ADC	Corki	2	2	9	EU	1	0
8	1	EL	Nyph	Support	Thresh	0	1	13	EU	1	0
8	2	FNC	Huni	Top	Jarvan IV	4	3	6	EU	1	0
8	2	FNC	Reignover	Jungle	Gragas	0	0	7	EU	1	0
8	2	FNC	Febiven	Mid	Viktor	3	1	2	EU	1	0
8	2	FNC	Rekkles	ADC	Tristana	6	0	4	EU	1	0
8	2	FNC	YellOwStaR	Support	Alistar	0	0	9	EU	1	0
8	2	OG	Soaz	Top	Rumble	5	5	9	EU	1	0
8	2	OG	Amazing	Jungle	Gragas	2	2	10	EU	1	0
8	2	OG	xPeke	Mid	Varus	7	2	10	EU	1	0
8	2	OG	Niels	ADC	Corki	10	1	8	EU	1	0
8	2	OG	Mithy	Support	Thresh	2	5	15	EU	1	0
8	2	H2K	Odoamne	Top	Shen	1	5	6	EU	0	1
8	2	H2K	Loulex	Jungle	Rek'Sai	3	9	7	EU	0	1
8	2	H2K	Ryu	Mid	Viktor	3	8	3	EU	0	1
8	2	H2K	Hjarnan	ADC	Corki	5	2	5	EU	0	1
8	2	H2K	kaSing	Support	Alistar	1	5	5	EU	0	1
8	2	UOL	Vizicsacsi	Top	Maokai	1	1	18	EU	1	0
8	2	UOL	Gillius	Jungle	Jarvan IV	0	3	19	EU	1	0
8	2	UOL	PowerOfEvil	Mid	Orianna	15	3	3	EU	1	0
8	2	UOL	Vardags	ADC	Corki	5	0	11	EU	1	0
8	2	UOL	Hylissang	Support	Alistar	0	1	20	EU	1	0
8	2	GMB	Cabochard	Top	Gangplank	2	4	5	EU	0	1
8	2	GMB	Diamond	Jungle	Rek'Sai	1	4	5	EU	0	1
8	2	GMB	Betsy	Mid	Ahri	3	3	5	EU	0	1
8	2	GMB	Forg1ven	ADC	Lucian	2	4	5	EU	0	1
8	2	GMB	Gosu Pepper	Support	Gragas	0	6	5	EU	0	1
8	2	SK	Fredy122	Top	Gnar	3	3	4	EU	0	1
8	2	SK	Svenskeren	Jungle	Lee Sin	2	6	6	EU	0	1
8	2	SK	Fox	Mid	Viktor	6	5	6	EU	0	1
8	2	SK	CandyPanda	ADC	Kog'Maw	3	7	7	EU	0	1
8	2	SK	nRated	Support	Shen	1	5	12	EU	0	1
8	2	CW	Lenny	Top	Rumble	7	3	15	EU	1	0
